Datum;Tijd;Verbruik;Bedrag;Land
6-1-2016;13:36:02;2.880,99;€ 0,11;NL
7-1-2016;3:40:48;6.015,31;€ 0,23;NL
7-1-2016;16:52:18;2.389,53;€ 0,09;NL
7-1-2016;22:20:25;10.027,05;€ 0,38;NL
8-1-2016;21:14:48;13.150,58;€ 0,49;NL
9-1-2016;23:17:09;10.038,89;€ 0,38;NL
11-1-2016;3:40:38;5.183,77;€ 0,19;NL
11-1-2016;13:07:33;1.175,57;€ 0,05;NL
11-1-2016;16:09:26;69,409;€ 0,00;NL
11-1-2016;16:37:33;0,574;€ 0,00;NL
11-1-2016;16:56:09;1.142,69;€ 0,05;NL
11-1-2016;22:46:39;4.564,23;€ 0,17;NL
12-1-2016;10:57:03;10.699,54;€ 0,40;NL
12-1-2016;17:01:10;49,386;€ 0,00;NL
12-1-2016;17:12:29;531,719;€ 0,02;NL
12-1-2016;18:26:41;240,223;€ 0,01;NL
12-1-2016;21:18:54;197,057;€ 0,01;NL
12-1-2016;23:10:21;137,529;€ 0,01;NL
13-1-2016;0:26:48;2.783,19;€ 0,10;NL
13-1-2016;15:14:58;1.538,69;€ 0,06;NL
13-1-2016;18:05:26;40,655;€ 0,00;NL
13-1-2016;18:23:14;1.898,39;€ 0,07;NL
13-1-2016;22:27:24;7,666;€ 0,00;NL
13-1-2016;22:46:55;0,398;€ 0,00;NL
13-1-2016;22:57:32;8.250,94;€ 0,31;NL
14-1-2016;16:11:18;234,342;€ 0,01;NL
14-1-2016;17:12:06;8.028,32;€ 0,30;NL
15-1-2016;0:40:06;6.845,14;€ 0,26;NL
15-1-2016;14:44:20;98,66;€ 0,00;NL
15-1-2016;15:24:10;86,456;€ 0,00;NL
15-1-2016;15:27:21;3.956,37;€ 0,15;NL
15-1-2016;19:20:16;48,33;€ 0,00;NL
15-1-2016;20:17:30;600,473;€ 0,03;NL
16-1-2016;22:57:05;648,592;€ 0,03;NL
16-1-2016;23:48:15;24.615,86;€ 0,92;NL
17-1-2016;19:26:25;22.935,07;€ 0,85;NL
18-1-2016;23:32:24;23.002,83;€ 0,86;NL
20-1-2016;15:36:38;11.763,52;€ 0,44;NL
21-1-2016;12:24:31;91,076;€ 0,00;NL
21-1-2016;12:36:54;517,894;€ 0,02;NL
21-1-2016;14:06:37;263,616;€ 0,01;NL
21-1-2016;15:43:09;4.983,84;€ 0,19;NL
22-1-2016;9:07:14;159,626;€ 0,01;NL
22-1-2016;10:24:17;0,398;€ 0,00;NL
22-1-2016;10:43:15;0,398;€ 0,00;NL
22-1-2016;11:00:48;122,941;€ 0,01;NL
22-1-2016;11:49:39;38,247;€ 0,00;NL
22-1-2016;11:54:07;37,231;€ 0,00;NL
22-1-2016;11:56:52;34,233;€ 0,00;NL
22-1-2016;12:02:42;91,039;€ 0,00;NL
22-1-2016;12:08:06;533,731;€ 0,02;NL
22-1-2016;14:52:59;40,135;€ 0,00;NL
22-1-2016;15:03:59;23.564,48;€ 0,88;NL
22-1-2016;23:53:33;9.344,65;€ 0,35;NL
25-1-2016;15:25:18;6.799,62;€ 0,25;NL
26-1-2016;7:59:42;737,388;€ 0,03;NL
26-1-2016;10:49:04;192,352;€ 0,01;NL
26-1-2016;12:19:04;188,346;€ 0,01;NL
26-1-2016;16:29:03;160,169;€ 0,01;NL
26-1-2016;17:27:44;3.220,01;€ 0,12;NL
27-1-2016;11:14:29;31,261;€ 0,00;NL
27-1-2016;11:21:39;1.696,96;€ 0,06;NL
27-1-2016;17:37:02;10.207,56;€ 0,38;NL
28-1-2016;17:28:38;26,558;€ 0,00;NL
28-1-2016;18:12:32;2.001,09;€ 0,08;NL
29-1-2016;4:25:25;110,103;€ 0,01;NL
29-1-2016;4:58:34;802,644;€ 0,03;NL
29-1-2016;8:22:07;625,251;€ 0,03;NL
29-1-2016;10:48:25;202,311;€ 0,01;NL
29-1-2016;11:55:38;170,201;€ 0,01;NL
29-1-2016;12:52:24;1.711,61;€ 0,07;NL
29-1-2016;20:27:28;1.425,87;€ 0,06;NL
30-1-2016;2:38:24;1.995,32;€ 0,07;NL
30-1-2016;10:48:33;126,146;€ 0,01;NL
30-1-2016;11:40:05;4.836,02;€ 0,18;NL
30-1-2016;21:43:17;7,629;€ 0,00;NL
30-1-2016;22:17:39;75,646;€ 0,00;NL
30-1-2016;23:09:42;9.265,32;€ 0,35;NL
6-12-2015;11:54:28;197,644;€ 0,01;NL
6-12-2015;13:33:29;96,228;€ 0,00;NL
7-12-2015;18:42:22;36,077;€ 0,00;NL
7-12-2015;19:37:11;22,596;€ 0,00;NL
7-12-2015;20:05:35;24.838,43;€ 0,93;NL
8-12-2015;3:56:07;4.334,65;€ 0,16;NL
8-12-2015;17:34:33;9.342,10;€ 0,35;NL
8-12-2015;22:45:41;30,292;€ 0,00;NL
9-12-2015;7:22:42;1.518,11;€ 0,06;NL
9-12-2015;13:03:30;239,211;€ 0,01;NL
9-12-2015;17:40:03;1.711,90;€ 0,07;NL
9-12-2015;20:51:44;109,943;€ 0,01;NL
10-12-2015;7:15:34;5.884,05;€ 0,22;NL
10-12-2015;12:49:12;146,533;€ 0,01;NL
10-12-2015;13:01:06;18.099,81;€ 0,67;NL
10-12-2015;18:59:36;7,079;€ 0,00;NL
10-12-2015;19:21:45;6.470,04;€ 0,24;NL
11-12-2015;15:00:37;5.113,98;€ 0,19;NL
11-12-2015;18:03:53;205,401;€ 0,01;NL
11-12-2015;20:32:14;16,943;€ 0,00;NL
11-12-2015;22:59:18;329,833;€ 0,02;NL
12-12-2015;9:23:10;4.825,89;€ 0,18;NL
12-12-2015;14:32:44;61,339;€ 0,00;NL
15-12-2015;18:41:33;13.800,80;€ 0,52;NL
16-12-2015;16:08:38;6,959;€ 0,00;NL
16-12-2015;16:23:16;46,11;€ 0,00;NL
16-12-2015;18:05:53;7,016;€ 0,00;NL
16-12-2015;18:11:35;56,259;€ 0,00;NL
16-12-2015;19:52:45;353,386;€ 0,02;NL
16-12-2015;22:43:27;174,17;€ 0,01;NL
17-12-2015;8:13:03;21.799,03;€ 0,81;NL
18-12-2015;13:53:33;668,873;€ 0,03;NL
18-12-2015;18:44:32;1.093,20;€ 0,04;NL
18-12-2015;22:38:58;966,88;€ 0,04;NL
19-12-2015;8:57:45;5.149,53;€ 0,19;NL
19-12-2015;9:37:47;59.248,92;€ 2,20;NL
19-12-2015;11:46:27;275,387;€ 0,01;NL
19-12-2015;13:05:38;1.263,89;€ 0,05;NL
19-12-2015;16:06:40;1.339,32;€ 0,05;NL
19-12-2015;17:35:16;166,119;€ 0,01;NL
19-12-2015;23:44:40;466,798;€ 0,02;NL
20-12-2015;9:20:20;4.244,49;€ 0,16;NL
20-12-2015;14:06:10;530,999;€ 0,02;NL
20-12-2015;14:09:47;9.968,21;€ 0,37;NL
21-12-2015;14:31:42;255,837;€ 0,01;NL
21-12-2015;16:21:52;529,644;€ 0,02;NL
21-12-2015;18:26:39;4.535,30;€ 0,17;NL
21-12-2015;18:59:07;31.426,34;€ 1,17;NL
24-12-2015;1:16:51;27.149,39;€ 1,01;NL
27-12-2015;0:48:49;1.945,27;€ 0,07;NL
27-12-2015;6:24:13;4.515,23;€ 0,17;NL
27-12-2015;19:44:10;11,726;€ 0,00;NL
27-12-2015;19:54:12;2.745,50;€ 0,10;NL
28-12-2015;16:11:26;11,404;€ 0,00;NL
28-12-2015;16:59:54;1.175,77;€ 0,05;NL
28-12-2015;21:15:52;189,062;€ 0,01;NL
28-12-2015;23:22:23;15,444;€ 0,00;NL
29-12-2015;12:14:42;3.895,21;€ 0,15;NL
29-12-2015;13:44:47;6.254,58;€ 0,23;NL
29-12-2015;13:49:55;162,306;€ 0,01;NL
4-1-2016;23:10:34;14.880,68;€ 0,55;NL
6-11-2015;0:21:08;14;€ 0,00;NL
6-11-2015;1:26:15;8;€ 0,00;NL
6-11-2015;2:25:22;8;€ 0,00;NL
6-11-2015;2:56:29;11;€ 0,00;NL
6-11-2015;3:31:35;23;€ 0,00;NL
6-11-2015;4:47:42;8;€ 0,00;NL
6-11-2015;5:18:48;22;€ 0,00;NL
6-11-2015;6:42:56;1.129,00;€ 0,05;NL
6-11-2015;12:43:00;1.784,00;€ 0,07;NL
6-11-2015;18:41:53;320;€ 0,02;NL
6-11-2015;22:22:14;139;€ 0,01;NL
7-11-2015;2:19:47;462;€ 0,02;NL
7-11-2015;8:17:35;745;€ 0,03;NL
7-11-2015;14:17:01;508;€ 0,02;NL
7-11-2015;20:17:10;351;€ 0,02;NL
7-11-2015;23:04:10;145;€ 0,01;NL
8-11-2015;0:56:51;41;€ 0,00;NL
8-11-2015;4:08:57;9;€ 0,00;NL
8-11-2015;4:54:04;25;€ 0,00;NL
8-11-2015;6:44:11;218;€ 0,01;NL
8-11-2015;12:10:42;64;€ 0,00;NL
8-11-2015;14:07:11;257;€ 0,01;NL
8-11-2015;19:20:28;1.250,00;€ 0,05;NL
9-11-2015;1:16:58;30;€ 0,00;NL
9-11-2015;3:08:06;28;€ 0,00;NL
9-11-2015;4:36:13;35;€ 0,00;NL
9-11-2015;6:03:19;646;€ 0,03;NL
9-11-2015;12:01:19;208;€ 0,01;NL
9-11-2015;14:03:16;300;€ 0,01;NL
9-11-2015;15:19:48;35;€ 0,00;NL
9-11-2015;15:26:47;597;€ 0,02;NL
9-11-2015;17:18:24;3.903,00;€ 0,15;NL
9-11-2015;23:16:31;3.092,00;€ 0,12;NL
10-11-2015;5:11:51;27;€ 0,00;NL
10-11-2015;21:52:49;707;€ 0,03;NL
11-11-2015;7:04:10;464;€ 0,02;NL
11-11-2015;10:17:33;343;€ 0,02;NL
11-11-2015;11:28:59;1.094,00;€ 0,04;NL
11-11-2015;16:38:46;1;€ 0,00;NL
11-11-2015;16:46:59;880;€ 0,03;NL
11-11-2015;18:16:40;264;€ 0,01;NL
11-11-2015;20:14:45;1.195,00;€ 0,05;NL
13-11-2015;8:16:00;11.310,14;€ 0,42;NL
15-11-2015;8:23:18;851,236;€ 0,03;NL
15-11-2015;10:53:00;7.342,60;€ 0,28;NL
15-11-2015;13:55:00;4.315,94;€ 0,16;NL
16-11-2015;18:27:51;3.539,71;€ 0,13;NL
17-11-2015;14:15:41;839,806;€ 0,03;NL
17-11-2015;19:12:00;7,267;€ 0,00;NL
17-11-2015;19:16:17;8,326;€ 0,00;NL
18-11-2015;16:16:35;3.543,84;€ 0,13;NL
18-11-2015;17:07:41;5.623,92;€ 0,21;NL
20-11-2015;10:36:40;4.953,98;€ 0,19;NL
21-11-2015;10:42:57;7,072;€ 0,00;NL
21-11-2015;10:46:37;8,503;€ 0,00;NL
21-11-2015;10:55:57;6.131,10;€ 0,23;NL
22-11-2015;9:28:20;15.886,43;€ 0,59;NL
25-11-2015;14:58:35;30,628;€ 0,00;NL
25-11-2015;16:44:31;14.264,49;€ 0,53;NL
27-11-2015;17:38:16;14,302;€ 0,00;NL
27-11-2015;17:46:18;27,294;€ 0,00;NL
27-11-2015;18:17:20;25.108,85;€ 0,94;NL
30-11-2015;2:19:49;1.010,56;€ 0,04;NL
30-11-2015;10:12:52;21,538;€ 0,00;NL
30-11-2015;10:19:30;542,488;€ 0,02;NL
30-11-2015;13:59:58;387,831;€ 0,02;NL
30-11-2015;16:58:25;65,939;€ 0,00;NL
30-11-2015;17:17:29;0,574;€ 0,00;NL
30-11-2015;17:21:25;2.711,52;€ 0,10;NL
30-11-2015;21:16:12;1.383,73;€ 0,05;NL
1-12-2015;13:59:32;11.414,40;€ 0,43;NL
1-12-2015;23:39:43;3.357,18;€ 0,13;NL
2-12-2015;17:28:23;7.055,16;€ 0,26;NL
3-12-2015;21:51:09;1.732,24;€ 0,07;NL
4-12-2015;13:22:50;1.837,05;€ 0,07;NL
5-12-2015;9:52:23;7,016;€ 0,00;NL
5-12-2015;9:58:04;18,042;€ 0,00;NL
5-12-2015;10:20:07;3.010,82;€ 0,12;NL
6-10-2015;0:09:55;18;€ 0,00;NL
6-10-2015;1:15:02;17;€ 0,00;NL
6-10-2015;2:55:09;39;€ 0,00;NL
6-10-2015;5:31:16;14;€ 0,00;NL
6-10-2015;6:49:21;8.546,00;€ 0,32;NL
6-10-2015;9:52:42;75;€ 0,00;NL
6-10-2015;10:59:31;6.380,00;€ 0,24;NL
6-10-2015;14:54:37;11;€ 0,00;NL
6-10-2015;14:57:02;14;€ 0,00;NL
6-10-2015;15:04:25;214;€ 0,01;NL
6-10-2015;15:04:31;26;€ 0,00;NL
6-10-2015;16:29:55;84;€ 0,00;NL
6-10-2015;16:48:06;1.127,00;€ 0,05;NL
6-10-2015;22:45:19;143;€ 0,01;NL
7-10-2015;2:29:09;22;€ 0,00;NL
7-10-2015;3:15:15;15;€ 0,00;NL
7-10-2015;3:50:21;24;€ 0,00;NL
7-10-2015;4:21:30;638;€ 0,03;NL
7-10-2015;10:20:11;3.133,00;€ 0,12;NL
7-10-2015;13:33:37;4.335,00;€ 0,16;NL
7-10-2015;15:27:54;452;€ 0,02;NL
7-10-2015;16:25:29;432;€ 0,02;NL
7-10-2015;16:29:23;10;€ 0,00;NL
7-10-2015;16:29:59;13.656,00;€ 0,51;NL
7-10-2015;21:08:37;140;€ 0,01;NL
7-10-2015;21:10:14;2;€ 0,00;NL
7-10-2015;22:17:27;115;€ 0,01;NL
8-10-2015;2:45:35;57;€ 0,00;NL
8-10-2015;6:14:42;14;€ 0,00;NL
8-10-2015;7:03:48;1.245,00;€ 0,05;NL
8-10-2015;12:12:34;206;€ 0,01;NL
8-10-2015;13:56:29;2;€ 0,00;NL
8-10-2015;13:59:55;17;€ 0,00;NL
8-10-2015;14:02:34;3.042,00;€ 0,12;NL
8-10-2015;15:51:26;1.677,00;€ 0,06;NL
8-10-2015;16:16:15;42;€ 0,00;NL
8-10-2015;16:53:37;5.402,00;€ 0,20;NL
8-10-2015;17:53:10;4;€ 0,00;NL
8-10-2015;17:59:36;3;€ 0,00;NL
8-10-2015;18:05:05;123;€ 0,01;NL
8-10-2015;19:16:40;5.858,00;€ 0,22;NL
9-10-2015;1:46:51;3;€ 0,00;NL
9-10-2015;2:21:59;50;€ 0,00;NL
9-10-2015;4:56:06;17;€ 0,00;NL
9-10-2015;6:15:20;41;€ 0,00;NL
9-10-2015;8:24:25;635;€ 0,03;NL
9-10-2015;11:28:00;797;€ 0,03;NL
9-10-2015;17:23:57;1.241,00;€ 0,05;NL
9-10-2015;23:19:30;13.760,00;€ 0,51;NL
10-10-2015;5:19:20;76;€ 0,00;NL
10-10-2015;6:18:05;44;€ 0,00;NL
10-10-2015;7:07:11;1.015,00;€ 0,04;NL
10-10-2015;13:04:15;821;€ 0,03;NL
10-10-2015;19:03:58;1.941,00;€ 0,07;NL
11-10-2015;1:00:48;123;€ 0,01;NL
11-10-2015;3:25:55;21;€ 0,00;NL
11-10-2015;4:29:01;30;€ 0,00;NL
11-10-2015;6:45:21;2.308,00;€ 0,09;NL
11-10-2015;10:00:52;9;€ 0,00;NL
11-10-2015;10:01:04;794;€ 0,03;NL
11-10-2015;16:00:16;7.337,00;€ 0,28;NL
11-10-2015;22:28:50;3.298,00;€ 0,12;NL
12-10-2015;2:27:01;22;€ 0,00;NL
12-10-2015;3:15:14;24;€ 0,00;NL
12-10-2015;3:52:22;37.543,00;€ 1,40;NL
12-10-2015;9:49:33;381;€ 0,02;NL
12-10-2015;13:14:00;7;€ 0,00;NL
12-10-2015;13:14:22;36;€ 0,00;NL
12-10-2015;13:47:25;9;€ 0,00;NL
12-10-2015;13:48:01;33;€ 0,00;NL
12-10-2015;14:13:52;769;€ 0,03;NL
12-10-2015;16:42:56;15;€ 0,00;NL
12-10-2015;17:10:40;8.733,00;€ 0,33;NL
12-10-2015;23:06:56;51;€ 0,00;NL
13-10-2015;1:51:03;18;€ 0,00;NL
13-10-2015;2:58:10;38;€ 0,00;NL
13-10-2015;5:28:17;2;€ 0,00;NL
13-10-2015;6:20:25;15;€ 0,00;NL
13-10-2015;6:54:32;15;€ 0,00;NL
13-10-2015;8:03:41;34;€ 0,00;NL
13-10-2015;9:06:48;24;€ 0,00;NL
13-10-2015;9:58:56;6.534,00;€ 0,25;NL
13-10-2015;10:56:03;38;€ 0,00;NL
13-10-2015;10:57:08;49;€ 0,00;NL
13-10-2015;10:59:40;9;€ 0,00;NL
13-10-2015;11:11:24;75;€ 0,00;NL
13-10-2015;13:11:32;3;€ 0,00;NL
13-10-2015;13:26:20;2;€ 0,00;NL
13-10-2015;13:28:25;2.204,00;€ 0,09;NL
13-10-2015;19:24:36;26;€ 0,00;NL
13-10-2015;20:08:59;139;€ 0,01;NL
14-10-2015;2:04:23;85;€ 0,00;NL
14-10-2015;8:00:51;34;€ 0,00;NL
14-10-2015;8:56:43;9;€ 0,00;NL
14-10-2015;8:57:12;329;€ 0,02;NL
14-10-2015;10:06:40;1.043,00;€ 0,04;NL
14-10-2015;14:33:19;1;€ 0,00;NL
14-10-2015;14:38:35;440;€ 0,02;NL
14-10-2015;19:16:59;829;€ 0,03;NL
14-10-2015;21:49:54;322;€ 0,02;NL
15-10-2015;2:35:43;325;€ 0,02;NL
15-10-2015;4:47:50;7.414,00;€ 0,28;NL
15-10-2015;10:44:21;725;€ 0,03;NL
15-10-2015;16:40:50;10.466,00;€ 0,39;NL
15-10-2015;22:39:38;152;€ 0,01;NL
16-10-2015;4:10:45;14;€ 0,00;NL
16-10-2015;4:44:52;8;€ 0,00;NL
16-10-2015;5:16:00;2.001,00;€ 0,08;NL
16-10-2015;11:14:21;2.437,00;€ 0,09;NL
16-10-2015;17:12:59;9.146,00;€ 0,34;NL
16-10-2015;18:42:32;792;€ 0,03;NL
16-10-2015;19:37:31;11;€ 0,00;NL
16-10-2015;19:49:47;341;€ 0,02;NL
16-10-2015;22:48:17;182;€ 0,01;NL
17-10-2015;3:49:25;14;€ 0,00;NL
17-10-2015;4:34:32;8;€ 0,00;NL
17-10-2015;5:05:38;23;€ 0,00;NL
17-10-2015;6:39:45;20;€ 0,00;NL
17-10-2015;7:25:52;77;€ 0,00;NL
17-10-2015;9:09:07;6.083,00;€ 0,23;NL
17-10-2015;15:05:08;885;€ 0,03;NL
17-10-2015;19:03:08;341;€ 0,02;NL
17-10-2015;21:00:20;1;€ 0,00;NL
17-10-2015;21:31:29;100;€ 0,00;NL
18-10-2015;0:19:18;78;€ 0,00;NL
18-10-2015;3:51:25;19;€ 0,00;NL
18-10-2015;5:16:32;7;€ 0,00;NL
18-10-2015;5:47:39;18;€ 0,00;NL
18-10-2015;7:19:46;19;€ 0,00;NL
18-10-2015;8:40:53;46;€ 0,00;NL
18-10-2015;10:45:01;1.275,00;€ 0,05;NL
18-10-2015;16:40:57;66;€ 0,00;NL
18-10-2015;18:18:07;1.838,00;€ 0,07;NL
18-10-2015;23:21:13;136;€ 0,01;NL
19-10-2015;3:06:05;29;€ 0,00;NL
19-10-2015;3:41:12;59;€ 0,00;NL
19-10-2015;4:40:19;3.854,00;€ 0,15;NL
19-10-2015;10:39:26;2.014,00;€ 0,08;NL
19-10-2015;16:35:20;1.483,00;€ 0,06;NL
19-10-2015;23:06:31;6.602,00;€ 0,25;NL
20-10-2015;2:47:38;28;€ 0,00;NL
20-10-2015;4:23:45;28;€ 0,00;NL
20-10-2015;6:18:50;31;€ 0,00;NL
20-10-2015;7:26:56;10.614,00;€ 0,40;NL
20-10-2015;14:07:24;4.583,00;€ 0,17;NL
20-10-2015;15:19:07;1.191,00;€ 0,05;NL
20-10-2015;17:30:20;36;€ 0,00;NL
20-10-2015;18:49:31;19;€ 0,00;NL
20-10-2015;20:00:41;2;€ 0,00;NL
20-10-2015;20:21:26;8;€ 0,00;NL
20-10-2015;21:20:57;42;€ 0,00;NL
20-10-2015;23:09:44;473;€ 0,02;NL
21-10-2015;5:08:45;8;€ 0,00;NL
21-10-2015;6:03:52;8.892,00;€ 0,33;NL
21-10-2015;12:00:24;5.486,00;€ 0,20;NL
21-10-2015;17:57:43;14;€ 0,00;NL
21-10-2015;17:59:51;300;€ 0,01;NL
21-10-2015;20:29:59;3;€ 0,00;NL
21-10-2015;22:10:46;146;€ 0,01;NL
21-10-2015;22:45:32;93;€ 0,00;NL
22-10-2015;3:01:01;26;€ 0,00;NL
22-10-2015;3:57:08;313;€ 0,02;NL
22-10-2015;7:06:37;4.773,00;€ 0,18;NL
22-10-2015;14:27:13;50;€ 0,00;NL
22-10-2015;15:25:38;9.967,00;€ 0,37;NL
22-10-2015;21:21:51;1.502,00;€ 0,06;NL
22-10-2015;22:54:10;1.105,00;€ 0,05;NL
23-10-2015;2:03:17;43;€ 0,00;NL
23-10-2015;5:26:24;8;€ 0,00;NL
23-10-2015;5:57:31;3.838,00;€ 0,15;NL
23-10-2015;11:56:50;13.546,00;€ 0,51;NL
23-10-2015;17:53:51;2.341,00;€ 0,09;NL
23-10-2015;23:51:51;24;€ 0,00;NL
24-10-2015;1:43:59;15;€ 0,00;NL
24-10-2015;2:51:05;8;€ 0,00;NL
24-10-2015;3:32:12;14;€ 0,00;NL
24-10-2015;4:26:19;8;€ 0,00;NL
24-10-2015;4:57:26;8;€ 0,00;NL
24-10-2015;5:28:32;189;€ 0,01;NL
24-10-2015;11:26:50;62;€ 0,00;NL
24-10-2015;12:47:00;14.703,00;€ 0,55;NL
24-10-2015;18:46:01;1.092,00;€ 0,04;NL
24-10-2015;20:15:09;268;€ 0,01;NL
25-10-2015;2:11:51;81;€ 0,00;NL
25-10-2015;4:07:58;8;€ 0,00;NL
25-10-2015;4:39:05;26;€ 0,00;NL
25-10-2015;6:42:11;31;€ 0,00;NL
25-10-2015;8:14:18;871;€ 0,03;NL
25-10-2015;14:12:20;3.859,00;€ 0,15;NL
25-10-2015;20:11:52;78;€ 0,00;NL
25-10-2015;22:42:59;102;€ 0,01;NL
26-10-2015;1:58:06;8;€ 0,00;NL
26-10-2015;2:07:12;270;€ 0,01;NL
26-10-2015;5:27:19;5.740,00;€ 0,22;NL
26-10-2015;11:23:34;242;€ 0,01;NL
26-10-2015;16:56:46;565;€ 0,02;NL
26-10-2015;22:56:52;497;€ 0,02;NL
27-10-2015;4:56:52;24;€ 0,00;NL
27-10-2015;5:32:00;24;€ 0,00;NL
27-10-2015;6:04:06;1.127,00;€ 0,05;NL
27-10-2015;12:04:07;1.388,00;€ 0,05;NL
27-10-2015;16:13:48;38;€ 0,00;NL
27-10-2015;17:12:09;1;€ 0,00;NL
27-10-2015;17:14:31;580;€ 0,02;NL
27-10-2015;18:57:43;250;€ 0,01;NL
28-10-2015;0:56:52;34;€ 0,00;NL
28-10-2015;2:49:58;15;€ 0,00;NL
28-10-2015;4:02:05;57;€ 0,00;NL
28-10-2015;6:28:10;801;€ 0,03;NL
28-10-2015;12:26:52;11;€ 0,00;NL
28-10-2015;13:26:59;1.036,00;€ 0,04;NL
28-10-2015;19:23:36;543;€ 0,02;NL
29-10-2015;1:21:52;97;€ 0,00;NL
29-10-2015;7:21:47;3.164,00;€ 0,12;NL
29-10-2015;13:19:23;2.925,00;€ 0,11;NL
29-10-2015;19:16:51;965;€ 0,04;NL
30-10-2015;9:21:35;1.834,00;€ 0,07;NL
30-10-2015;15:16:51;2.162,00;€ 0,08;NL
30-10-2015;21:14:13;3;€ 0,00;NL
30-10-2015;21:38:10;485;€ 0,02;NL
31-10-2015;3:01:16;15;€ 0,00;NL
31-10-2015;4:13:24;1;€ 0,00;NL
31-10-2015;4:47:30;15;€ 0,00;NL
31-10-2015;5:56:37;16;€ 0,00;NL
31-10-2015;6:32:42;14;€ 0,00;NL
31-10-2015;7:17:49;14;€ 0,00;NL
31-10-2015;8:23:56;1.130,00;€ 0,05;NL
31-10-2015;22:29:01;718;€ 0,03;NL
1-11-2015;2:59:08;14;€ 0,00;NL
1-11-2015;4:10:15;8;€ 0,00;NL
1-11-2015;4:41:22;16;€ 0,00;NL
1-11-2015;6:07:28;76;€ 0,00;NL
1-11-2015;9:05:35;1.962,00;€ 0,07;NL
1-11-2015;13:36:34;1;€ 0,00;NL
1-11-2015;15:00:45;49;€ 0,00;NL
1-11-2015;16:11:11;3;€ 0,00;NL
1-11-2015;16:58:44;1.596,00;€ 0,06;NL
1-11-2015;22:56:53;27;€ 0,00;NL
2-11-2015;0:04:59;15;€ 0,00;NL
2-11-2015;1:08:07;37;€ 0,00;NL
2-11-2015;3:02:14;20;€ 0,00;NL
2-11-2015;0,172453704;8;€ 0,00;NL
2-11-2015;0,194050926;11;€ 0,00;NL
2-11-2015;0,216365741;15;€ 0,00;NL
2-11-2015;0,277511574;3.577,00;€ 0,13;NL
2-11-2015;0,4703125;772;€ 0,03;NL
2-11-2015;0,718101852;823;€ 0,03;NL
3-11-2015;0,303298611;2.256,00;€ 0,09;NL
3-11-2015;0,418229167;1.775,00;€ 0,07;NL
3-11-2015;0,668009259;1.797,00;€ 0,07;NL
3-11-2015;0,917627315;95;€ 0,00;NL
4-11-2015;0,069097222;16;€ 0,00;NL
4-11-2015;0,117789352;30;€ 0,00;NL
4-11-2015;0,196006944;16;€ 0,00;NL
4-11-2015;0,235659722;14;€ 0,00;NL
4-11-2015;0,287835648;15;€ 0,00;NL
4-11-2015;0,318460648;832;€ 0,03;NL
4-11-2015;0,386770833;47;€ 0,00;NL
4-11-2015;0,395613426;1.272,00;€ 0,05;NL
4-11-2015;0,562847222;562;€ 0,02;NL
4-11-2015;0,682465278;38;€ 0,00;NL
4-11-2015;0,688194444;300;€ 0,01;NL
4-11-2015;0,808344907;853;€ 0,03;NL
5-11-2015;0,056863426;15;€ 0,00;NL
5-11-2015;0,10275463;28;€ 0,00;NL
5-11-2015;0,194502315;8;€ 0,00;NL
5-11-2015;0,227905093;15;€ 0,00;NL
5-11-2015;0,270347222;1.041,00;€ 0,04;NL
5-11-2015;0,51869213;437;€ 0,02;NL
5-11-2015;0,6671875;870;€ 0,03;NL
5-11-2015;0,914513889;54;€ 0,00;NL
5-11-2015;0,98056713;14;€ 0,00;NL
6-9-2015;0,036087963;41;€ 0,00;NL
6-9-2015;0,13337963;17;€ 0,00;NL
6-9-2015;0,195960648;18;€ 0,00;NL
6-9-2015;0,262708333;17;€ 0,00;NL
6-9-2015;0,325983796;81;€ 0,00;NL
6-9-2015;0,514247685;43;€ 0,00;NL
6-9-2015;0,595601852;182;€ 0,01;NL
6-9-2015;0,790127315;133;€ 0,01;NL
6-9-2015;0,876331019;242;€ 0,01;NL
7-9-2015;0,083368056;10;€ 0,00;NL
7-9-2015;0,122326389;34;€ 0,00;NL
7-9-2015;0,243935185;31;€ 0,00;NL
7-9-2015;0,327337963;159;€ 0,01;NL
7-9-2015;0,477407407;1.131,00;€ 0,05;NL
7-9-2015;0,725347222;1.472,00;€ 0,06;NL
7-9-2015;0,915069444;417;€ 0,02;NL
8-9-2015;0,117939815;14;€ 0,00;NL
8-9-2015;0,139537037;92;€ 0,00;NL
8-9-2015;0,323645833;83;€ 0,00;NL
8-9-2015;0,470949074;365;€ 0,02;NL
8-9-2015;0,718009259;61;€ 0,00;NL
8-9-2015;0,802962963;12;€ 0,00;NL
8-9-2015;0,806458333;263;€ 0,01;NL
8-9-2015;0,872523148;10;€ 0,00;NL
8-9-2015;0,9059375;331;€ 0,02;NL
9-9-2015;0,019212963;17;€ 0,00;NL
9-9-2015;0,093587963;66;€ 0,00;NL
9-9-2015;0,28119213;907;€ 0,04;NL
9-9-2015;0,530891204;777;€ 0,03;NL
9-9-2015;0,780902778;654;€ 0,03;NL
9-9-2015;0,93375;24;€ 0,00;NL
10-9-2015;0,000497685;9;€ 0,00;NL
10-9-2015;0,042939815;11;€ 0,00;NL
10-9-2015;0,081909722;161;€ 0,01;NL
10-9-2015;0,328703704;202;€ 0,01;NL
10-9-2015;0,577361111;8;€ 0,00;NL
10-9-2015;0,58056713;1;€ 0,00;NL
